Tỉnh,Ngày,Giải 8,Giải 7,Giải 6,Giải 5,Giải 4,Giải 3,Giải 2,Giải 1,Giải ĐB
Đồng Nai,Thứ 4 21/12/2022,81,843,2153 6385 1188,7236,30133 36087 11433 57665 56578 84630 97006,65157 24258,64504,27502,483354
Cần Thơ,Thứ 4 21/12/2022,14,839,1654 8513 9728,3884,85754 59374 36442 32416 64628 26146 92522,14284 12769,23540,29988,692979
Sóc Trăng,Thứ 4 21/12/2022,28,119,1387 6890 2803,1421,98405 43198 50263 60619 86881 06500 47133,75464 38705,74562,83782,389352
