Tỉnh,Ngày,Giải 8,Giải 7,Giải 6,Giải 5,Giải 4,Giải 3,Giải 2,Giải 1,Giải ĐB
Đồng Nai,Thứ 4 07/12/2022,80,826,4197 7050 4705,4536,83262 97592 69731 74622 35262 94775 56252,90011 09558,03979,42380,560695
Cần Thơ,Thứ 4 07/12/2022,46,909,8666 0262 8233,8117,39620 79125 83705 94297 89528 46315 24391,93829 40180,71621,01949,699594
Sóc Trăng,Thứ 4 07/12/2022,96,545,1291 5962 7628,9124,42721 63060 59172 72832 68084 39652 61375,89474 57633,34164,82600,583791
