Tỉnh,Ngày,Giải 8,Giải 7,Giải 6,Giải 5,Giải 4,Giải 3,Giải 2,Giải 1,Giải ĐB
Đồng Nai,Thứ 4 14/12/2022,13,000,9303 4178 5107,8202,93778 40023 87524 43141 89111 58924 66619,89234 55433,61863,78084,615564
Cần Thơ,Thứ 4 14/12/2022,60,789,3801 3250 1912,3238,87118 90791 39025 62000 27767 35313 39258,53665 85888,35289,01473,192219
Sóc Trăng,Thứ 4 14/12/2022,86,694,1948 7838 9112,2833,44372 89734 92196 29996 51465 31917 03491,58028 07835,99629,81343,776985
